List title,Artist full name,Latitude,Longitude,Tags keywords,tags keywords 2,Photo website,Neighborhood,Location,normalized tag
Sidewalk Histories: Hastings Square,Mike Mandel,42.35645038,-71.10891401,history,history; neighborhood; community,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_10_01_4_Mandel.jpg,Cambridgeport,Brookline Street (119-222 ),history
Beacon of Color (f),Nancy Simonds,42.36868374,-71.07763414,abstract,abstract; shape; color,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01f_Simonds.jpg,East Cambridge,First Street Garage,abstract
Untitled (Ladybird Beetle),Nancy Webb,42.36610427,-71.07664467,nature,insect; beetle; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_3_Webb.jpg,East Cambridge,Charles Park,nature
Drawn Water (Valve plate),Mags Harries & Lajos Heder,42.38316521,-71.12412815,water,water; snow; ice; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201r_GrahamParks.jpg,Neighborhood Nine,Graham & Parks Elementary School,water
Dana Park Quotes (Longfellow),John Powell,42.36127876,-71.10779283,history,political; text; writing; history,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Powell_CAC07057_Longfellow.JPG,Cambridgeport,Dana Park,history
Spiral (Snail),David Phillips,42.37214837,-71.11516983,insect,snail; nature; insect,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970210_Spiral.jpg,Mid-Cambridge,Quincy Square,insect
Revolutionary Figures (Three soldiers),Madeleine Lord,42.35652082,-71.10461919,history,history; revolution; metal; activism,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lord_CAC87042_RevolutionaryFigures.JPG,Cambridgeport,Fort Washington Park,history
Illumination Project - Robert W. Healy Public Safety Facility,Krzysztof Wodiczko,42.36725135,-71.08588956,light,light; color; city; civic; dispatch; police,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Wodiczko_CAC0902_IlluminationProject.JPG,East Cambridge,Robert W. Healy Public Safety Facility,light
Shadow Walk (b),Beth Galston,42.36675758,-71.09508271,abstract,abstract; metal,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/cac_84_03a_gregorywye.jpg,The Port,Greene-Rose Heritage Park,abstract
Yerxa Road Underpass (Archway-north trellis),Randal Thurston,42.39015786,-71.12923438,animal,bird; animal; wings; soar; fly; flight,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03b_Thurston.JPG,North Cambridge,Yerxa Road Underpass,animal
Alley Cats (c),Judy McKie,42.37200639,-71.09013713,animal,bench; animal; cats; respite; seat; sit,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/McKie_CAC0501c_PerspectivePhoto.JPG,Wellington-Harrington,Cambridge Public Library-Valente Branch,animal
Untitled (June Bug and Vinca Leaves),Nancy Webb,42.36643328,-71.07634861,nature,insect; june bug; plant; flower; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_28_Webb.jpg,East Cambridge,Charles Park,nature
Drawn Water (Water column & terrazzo floor),Mags Harries & Lajos Heder,42.38345614,-71.14363301,water,water; about Cambridge; city; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_02_01g_HarriesMags_HeiderLajos_DrawnWater.jpg,West Cambridge,Walter Sullivan Water Facility,water
Gore Field,Robert Schelling,42.37275513,-71.08375131,abstract,abstract; sports; basketball; baseball; shape; entryway; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606a_GoreField.JPG,East Cambridge,Gold Star Mothers Park,abstract
Drawn Water (Valve plate),Mags Harries & Lajos Heder,42.36683235,-71.1134876,water,water; feet; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201o_MLK.jpg,Riverside,Dr. Martin Luther King Jr. Elementary School,water
Flag Gate,Virginia Gunther,42.39668854,-71.14308844,entryway,flag; metal; entryway,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Gunther_CAC9705ab_FlagGate.JPG,North Cambridge,Minuteman Commuter Bikeway,entryway
Hearth (Bench),Ken Speiser,42.36612618,-71.09498351,bench,bench; brick; respite; seat; sit,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/speiser_cac0707ad_perspectivephoto.JPG,The Port,Greene-Rose Heritage Park,bench
Scientific Observations of the Square,Lisa Houck,42.36674168,-71.10622022,nature,plant; nature; fish; science,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Houck_ScientificObservationsOfTheSquare_01.jpg,Riverside,Cityside Senior Center,nature
Untitled (Lady's Mantle),Nancy Webb,42.36681011,-71.07642449,nature,plant; flower; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_16_Webb.jpg,East Cambridge,Charles Park,nature
"Untitled (Clover, Earwig and Katydid)",Nancy Webb,42.36688735,-71.07638546,nature,insect; earwig; katydid; plant; flower; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_23_Webb.jpg,East Cambridge,Charles Park,nature
Floating Stones,Edward Levine,42.3872294,-71.13361038,abstract,stone; abstract; landscape,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG,Neighborhood Nine,Roethlisberger Park,abstract
Untitled (Grasshopper and Lady's Mantle),Nancy Webb,42.36668202,-71.07645294,nature,insect; grasshopper; plant; flower; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_33_Webb.jpg,East Cambridge,Charles Park,nature
Porter Square Landscape Design (Pavers),Toshihiro Katayama,42.38886601,-71.11937385,land design,abstract; land design; color; line; shape,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Katayama_CAC0601_PorterSquareLandscapeDesign.jpg,North Cambridge,Porter Square Shopping Center,land design
